Latitude,Longitude,Altitude
45.7778455555556,10.2617992222222,656.432
45.7778451111111,10.2619003611111,656.454
45.7778442777778,10.262004,656.485
45.7778464166667,10.26210525,656.496
45.7778761666667,10.2621930833333,656.444
45.7779308055556,10.2622486111111,656.415
45.7779641388889,10.2622215833333,656.39
45.7779694722222,10.2621350277778,656.425
45.7779712777778,10.2620333333333,656.434
45.7779726388889,10.26193075,656.445
45.7779735277778,10.2618271666667,656.444
45.7779746388889,10.2617249722222,656.424
45.7779885555556,10.2616419166667,656.395
45.7780353888889,10.2616457777778,656.418
45.7780850277778,10.2617069166667,656.428
45.7780993333333,10.2618031944444,656.426
45.7780994444444,10.26190525,656.436
45.7780988888889,10.2620065555556,656.435
45.7780971666667,10.2621105,656.434
45.7780963333333,10.26221175,656.431
45.7780952777778,10.2623150833333,656.447
45.7781061388889,10.2624135833333,656.402
45.7781522777778,10.2624883888889,656.398
45.7782030277778,10.26251225,656.433
45.7782197222222,10.2624511944444,656.403
45.7782223055556,10.2623498333333,656.406
45.7782235555556,10.2622492777778,656.407
45.7782244444444,10.2621475555556,656.42
45.7782251666667,10.2620433611111,656.426
45.7782259722222,10.2619398055556,656.465
45.7782416388889,10.2618602222222,656.46
45.7782871944444,10.2618671388889,656.433
45.7783385555556,10.2619308888889,656.445
45.7783520277778,10.2620288611111,656.428
45.7783525277778,10.2621296388889,656.451
45.7783516944444,10.26223175,656.475
45.7783502222222,10.2623335833333,656.483
45.7783489722222,10.2624353888889,656.448
45.7783467777778,10.2625401111111,656.411
45.778355,10.26263925,656.415
45.7784038333333,10.2627055277778,656.412
45.7784570277778,10.2627158888889,656.433
45.7784715,10.2626479166667,656.422
45.7784739444444,10.2625452777778,656.397
45.7784752222222,10.2624420277778,656.405
45.77847625,10.2623404166667,656.442
45.778478,10.2622386111111,656.452
45.7784820277778,10.2621390833333,656.486
45.7785158888889,10.2621021944444,656.451
45.7785645,10.2621460833333,656.421
45.7786004444444,10.2622306388889,656.414
45.7786044722222,10.2623326666667,656.424
45.7786036666667,10.2624355833333,656.43
45.7786023333333,10.2625372777778,656.437
45.7786007222222,10.2626390833333,656.436
45.7785995555556,10.2627418333333,656.46
45.7786158611111,10.2628388611111,656.496
45.7786697777778,10.2628962222222,656.518
45.7787152222222,10.2628895,656.485
45.7787245833333,10.2628109166667,656.407
45.7787269722222,10.2627059166667,656.39
45.7787285555556,10.2626045555556,656.398
45.7787298888889,10.2625018333333,656.413
45.7787345833333,10.26240125,656.475
45.7787678055556,10.2623693888889,656.457
45.7788161388889,10.2624132222222,656.443
45.7788509722222,10.2624973888889,656.444
45.7788555555556,10.2625988055556,656.427
45.7788553055556,10.2626991944444,656.437
45.778854,10.2628031944444,656.446
45.7788530555556,10.2629053888889,656.412
45.7788627777778,10.2630046388889,656.407
45.7789123333333,10.2630697777778,656.45
45.7789643888889,10.2630773611111,656.44
